mal_id	title	type	source	genre_action	genre_adventure	genre_comedy	genre_dementia	genre_demons	genre_drama	genre_ecchi	genre_fantasy	genre_game	genre_harem	genre_historical	genre_horror	genre_josei	genre_magic	genre_martial_arts	genre_mecha	genre_military	genre_music	genre_mystery	genre_parody	genre_police	genre_psychological	genre_romance	genre_samurai	genre_school	genre_sci_fi	genre_seinen	genre_shoujo	genre_shoujo_ai	genre_shounen	genre_slice_of_life	genre_space	genre_sports	genre_super_power	genre_supernatural	genre_thriller	genre_vampire	age_rating	year	season	air_start	air_end	episode_duration	episodes	score	score_rank	members	favorites	popularity_rank	studio	producer	licensor	url	url_image
17895	Golden Time	tv	light novel	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2013	fall	2013-10-04	2014-03-28	1440	24	7.81	795	565916	8511	135	J.C.Staff	Genco	Sentai Filmworks	https://myanimelist.net/anime/17895/Golden_Time	https://cdn.myanimelist.net/images/anime/12/52091.jpg
18119	Servant x Service	tv	4-koma manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	PG-13	2013	summer	2013-07-05	2013-09-27	1380	13	7.71	1010	154185	588	795	A-1 Pictures	Aniplex	Aniplex of America	https://myanimelist.net/anime/18119/Servant_x_Service	https://cdn.myanimelist.net/images/anime/13/51579.jpg
18121	Teekyuu 2	tv	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	PG-13	2013	summer	2013-07-07	2013-09-22	120	12	6.82	4457	23170	22	2825	MAPPA	DAX Production	none	https://myanimelist.net/anime/18121/Teekyuu_2	https://cdn.myanimelist.net/images/anime/8/73504.jpg
18397	Shingeki no Kyojin OVA	ova	manga	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	R	2013	winter	2013-12-09	2014-08-08	1380	3	7.88	756	199847	678	473	Wit Studio	Production I.G	none	https://myanimelist.net/anime/18397/Shingeki_no_Kyojin_OVA	https://cdn.myanimelist.net/images/anime/9/59221.jpg
18679	Kill la Kill	tv	original	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	PG-13	2013	fall	2013-10-04	2014-03-28	1440	24	8.18	356	879362	25058	28	Trigger	Aniplex	Aniplex of America	https://myanimelist.net/anime/18679/Kill_la_Kill	https://cdn.myanimelist.net/images/anime/8/75514.jpg
1887	Lucky☆Star	tv	4-koma manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2007	spring	2007-04-08	2007-09-17	1440	24	7.82	866	415224	11968	151	Kyoto Animation	Lantis	Funimation	https://myanimelist.net/anime/1887/Lucky☆Star	https://cdn.myanimelist.net/images/anime/13/15010.jpg
1889	Higurashi no Naku Koro ni Kai	tv	visual novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	R	2007	summer	2007-07-06	2007-12-18	1440	24	8.32	224	295986	5503	286	Studio Deen	Geneon Universal Entertainment	Sentai Filmworks	https://myanimelist.net/anime/1889/Higurashi_no_Naku_Koro_ni_Kai	https://cdn.myanimelist.net/images/anime/12/14114.jpg
18897	Nisekoi	tv	manga	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	PG-13	2014	winter	2014-01-11	2014-05-24	1440	20	7.79	915	586208	10618	80	Shaft	Aniplex	Aniplex of America	https://myanimelist.net/anime/18897/Nisekoi	https://cdn.myanimelist.net/images/anime/13/75587.jpg
19315	Pupa	tv	manga	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	R	2014	winter	2014-01-10	2014-03-28	240	12	3.66	10560	117472	157	853	Studio Deen	Earth Star Entertainment	none	https://myanimelist.net/anime/19315/Pupa	https://cdn.myanimelist.net/images/anime/2/54395.jpg
19369	Outbreak Company	tv	light novel	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2013	fall	2013-10-04	2013-12-20	1440	12	7.44	1917	222432	761	430	feel.	Pony Canyon	Sentai Filmworks	https://myanimelist.net/anime/19369/Outbreak_Company	https://cdn.myanimelist.net/images/anime/7/54343.jpg
19775	Sidonia no Kishi	tv	manga	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	R	2014	spring	2014-04-11	2014-06-27	1440	12	7.77	968	167444	1320	573	Polygon Pictures	Starchild Records	Sentai Filmworks	https://myanimelist.net/anime/19775/Sidonia_no_Kishi	https://cdn.myanimelist.net/images/anime/12/53257.jpg
19815	No Game No Life	tv	light novel	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	PG-13	2014	spring	2014-04-09	2014-06-25	1380	12	8.37	193	1137245	36114	8	Madhouse	Frontier Works	Sentai Filmworks	https://myanimelist.net/anime/19815/No_Game_No_Life	https://cdn.myanimelist.net/images/anime/5/65187.jpg
2001	Tengen Toppa Gurren Lagann	tv	original	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	PG-13	2007	spring	2007-04-01	2007-09-30	1440	27	8.72	43	893281	55139	25	Gainax	TV Tokyo	ADV Films	https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann	https://cdn.myanimelist.net/images/anime/4/5123.jpg
20047	Sakura Trick	tv	4-koma manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	PG-13	2014	winter	2014-01-10	2014-03-28	1440	12	7.13	3208	162891	1260	596	Studio Deen	Pony Canyon	Sentai Filmworks	https://myanimelist.net/anime/20047/Sakura_Trick	https://cdn.myanimelist.net/images/anime/2/56189.jpg
20057	Space☆Dandy	tv	original	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	PG-13	2014	winter	2014-01-05	2014-03-27	1440	13	7.89	733	195304	3246	490	Bones	Bandai Visual	Funimation	https://myanimelist.net/anime/20057/Space☆Dandy	https://cdn.myanimelist.net/images/anime/4/56611.jpg
2025	Darker than Black: Kuro no Keiyakusha	tv	original	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	R	2007	spring	2007-04-06	2007-09-28	1440	25	8.19	334	615002	14891	71	Bones	Aniplex	Funimation	https://myanimelist.net/anime/2025/Darker_than_Black__Kuro_no_Keiyakusha	https://cdn.myanimelist.net/images/anime/5/19570.jpg
205	Samurai Champloo	tv	original	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	R	2004	spring	2004-05-20	2005-03-19	1440	26	8.5	111	621566	21799	70	Manglobe	Victor Entertainment	Funimation	https://myanimelist.net/anime/205/Samurai_Champloo	https://cdn.myanimelist.net/images/anime/11/29134.jpg
20507	Noragami	tv	manga	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	PG-13	2014	winter	2014-01-05	2014-03-23	1440	12	8.13	408	994345	21549	15	Bones	Avex Entertainment	Funimation	https://myanimelist.net/anime/20507/Noragami	https://cdn.myanimelist.net/images/anime/9/77809.jpg
20541	Mikakunin de Shinkoukei	tv	4-koma manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	PG-13	2014	winter	2014-01-09	2014-03-27	1380	12	7.49	1647	247771	949	428	Doga Kobo	Sotsu	Sentai Filmworks	https://myanimelist.net/anime/20541/Mikakunin_de_Shinkoukei	https://cdn.myanimelist.net/images/anime/10/75249.jpg
20899	JoJo no Kimyou na Bouken Part 3: Stardust Crusaders	tv	manga	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	R	2014	spring	2014-04-05	2014-09-13	1440	24	8.25	291	331866	7521	257	David Production	Yomiko Advertising	Viz Media	https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders	https://cdn.myanimelist.net/images/anime/11/55267.jpg
2167	Clannad	tv	visual novel	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	PG-13	2007	fall	2007-10-05	2008-03-28	1440	23	8.19	332	818780	24155	39	Kyoto Animation	Pony Canyon	Sentai Filmworks	https://myanimelist.net/anime/2167/Clannad	https://cdn.myanimelist.net/images/anime/1804/95033.jpg
21877	High Score Girl	tv	manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	PG-13	2018	summer	2018-07-14	2018-09-28	1440	12	8.06	493	89592	1162	1164	J.C.Staff	Warner Bros. Japan	none	https://myanimelist.net/anime/21877/High_Score_Girl	https://cdn.myanimelist.net/images/anime/1668/91345.jpg
21939	Mushishi Zoku Shou	tv	manga	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	PG-13	2014	spring	2014-04-05	2014-06-21	1440	10	8.76	35	167168	1040	580	Artland	Aniplex	Aniplex of America	https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou	https://cdn.myanimelist.net/images/anime/13/58533.jpg
22135	Ping Pong the Animation	tv	manga	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	PG-13	2014	spring	2014-04-11	2014-06-20	1380	11	8.64	65	172887	8031	557	Tatsunoko Production	Aniplex	Funimation	https://myanimelist.net/anime/22135/Ping_Pong_the_Animation	https://cdn.myanimelist.net/images/anime/10/58041.jpg
22147	Amagi Brilliant Park	tv	light novel	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2014	fall	2014-10-07	2014-12-26	1440	13	7.61	1345	359181	1705	197	Kyoto Animation	Avex Entertainment	Sentai Filmworks	https://myanimelist.net/anime/22147/Amagi_Brilliant_Park	https://cdn.myanimelist.net/images/anime/5/85435.jpg
22199	Akame ga Kill!	tv	manga	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	R	2014	summer	2014-07-07	2014-12-15	1380	24	7.77	948	902945	16566	23	White Fox	Square Enix	Sentai Filmworks	https://myanimelist.net/anime/22199/Akame_ga_Kill	https://cdn.myanimelist.net/images/anime/1429/95946.jpg
22297	Fate/stay night: Unlimited Blade Works	tv	visual novel	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	R	2014	fall	2014-10-12	2014-12-28	1680	12	8.31	229	502745	9303	105	ufotable	Aniplex	Aniplex of America	https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works	https://cdn.myanimelist.net/images/anime/12/67333.jpg
22319	Tokyo Ghoul	tv	manga	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	R	2014	summer	2014-07-04	2014-09-19	1440	12	7.97	607	1187007	32895	6	Studio Pierrot	Marvelous AQL	Funimation	https://myanimelist.net/anime/22319/Tokyo_Ghoul	https://cdn.myanimelist.net/images/anime/5/64449.jpg
2246	Mononoke	tv	original	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	R	2007	summer	2007-07-13	2007-09-28	1320	12	8.42	141	178945	4828	688	Toei Animation	Fuji TV	Flatiron Film Company	https://myanimelist.net/anime/2246/Mononoke	https://cdn.myanimelist.net/images/anime/3/20713.jpg
2251	Baccano!	tv	light novel	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	R	2007	summer	2007-07-27	2007-11-02	1440	13	8.46	126	537049	18888	93	Brain's Base	Aniplex	Funimation	https://myanimelist.net/anime/2251/Baccano	https://cdn.myanimelist.net/images/anime/3/14547.jpg
22535	Kiseijuu: Sei no Kakuritsu	tv	manga	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	R	2014	fall	2014-10-09	2015-03-26	1380	24	8.5	109	793749	18679	44	Madhouse	VAP	Sentai Filmworks	https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu	https://cdn.myanimelist.net/images/anime/3/73178.jpg
226	Elfen Lied	tv	manga	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	R+	2004	summer	2004-07-25	2004-10-17	1500	13	7.72	1073	922293	21272	21	Arms	VAP	ADV Films	https://myanimelist.net/anime/226/Elfen_Lied	https://cdn.myanimelist.net/images/anime/10/6883.jpg
227	FLCL	ova	original	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	PG-13	2000	spring	2000-04-26	2001-03-16	1500	6	8.06	489	460246	17967	125	Gainax	Starchild Records	Funimation	https://myanimelist.net/anime/227/FLCL	https://cdn.myanimelist.net/images/anime/7/77356.jpg
23273	Shigatsu wa Kimi no Uso	tv	manga	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	PG-13	2014	fall	2014-10-10	2015-03-20	1320	22	8.86	24	861246	47278	32	A-1 Pictures	Aniplex	Aniplex of America	https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso	https://cdn.myanimelist.net/images/anime/3/67177.jpg
23281	Psycho-Pass 2	tv	original	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	R	2014	fall	2014-10-10	2014-12-19	1380	11	7.52	1631	366898	1151	188	Tatsunoko Production	Production I.G	Funimation	https://myanimelist.net/anime/23281/Psycho-Pass_2	https://cdn.myanimelist.net/images/anime/13/67509.jpg
23283	Zankyou no Terror	tv	original	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	R	2014	summer	2014-07-11	2014-09-26	1320	11	8.19	352	583177	13449	81	MAPPA	Aniplex	Funimation	https://myanimelist.net/anime/23283/Zankyou_no_Terror	https://cdn.myanimelist.net/images/anime/4/64447.jpg
23289	Gekkan Shoujo Nozaki-kun	tv	4-koma manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2014	summer	2014-07-07	2014-09-22	1440	12	8.11	421	475150	8012	113	Doga Kobo	TV Tokyo	Sentai Filmworks	https://myanimelist.net/anime/23289/Gekkan_Shoujo_Nozaki-kun	https://cdn.myanimelist.net/images/anime/5/66083.jpg
23321	Log Horizon 2nd Season	tv	light novel	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2014	fall	2014-10-04	2015-03-28	1440	25	7.64	1189	423269	1372	233	Studio Deen	NHK	Sentai Filmworks	https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season	https://cdn.myanimelist.net/images/anime/5/68097.jpg
23327	Space☆Dandy 2nd Season	tv	original	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	PG-13	2014	summer	2014-07-06	2014-09-25	1440	13	8.25	286	107962	1200	1048	Bones	Bandai Visual	Funimation	https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season	https://cdn.myanimelist.net/images/anime/3/64451.jpg
245	Great Teacher Onizuka	tv	manga	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	R	1999	summer	1999-06-30	2000-09-17	1500	43	8.73	38	408158	15523	156	Studio Pierrot	Aniplex	Discotek Media	https://myanimelist.net/anime/245/Great_Teacher_Onizuka	https://cdn.myanimelist.net/images/anime/13/11460.jpg
24701	Mushishi Zoku Shou 2nd Season	tv	manga	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	PG-13	2014	fall	2014-10-19	2014-12-21	1380	10	8.81	28	139152	823	712	Artland	Aniplex	Aniplex of America	https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season	https://cdn.myanimelist.net/images/anime/9/68095.jpg
2476	School Days	tv	visual novel	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	R+	2007	summer	2007-07-04	2007-09-27	1500	12	5.96	8054	399356	2589	163	TNK	Avex Entertainment	Discotek Media	https://myanimelist.net/anime/2476/School_Days	https://cdn.myanimelist.net/images/anime/8/86373.jpg
24765	Gakkougurashi!	tv	manga	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	R	2015	summer	2015-07-09	2015-09-24	1440	12	7.66	1160	288206	3763	362	Lerche	Nitroplus	Sentai Filmworks	https://myanimelist.net/anime/24765/Gakkougurashi	https://cdn.myanimelist.net/images/anime/1798/91548.jpg
24833	Ansatsu Kyoushitsu	tv	manga	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	PG-13	2015	winter	2015-01-10	2015-06-20	1380	22	8.21	318	705411	12789	56	Lerche	Dentsu	Funimation	https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu	https://cdn.myanimelist.net/images/anime/5/75639.jpg
24991	No Game No Life Specials	special	light novel	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2014	summer	2014-06-25	2014-11-26	180	6	6.77	4551	118626	183	994	Madhouse	Media Factory	Sentai Filmworks	https://myanimelist.net/anime/24991/No_Game_No_Life_Specials	https://cdn.myanimelist.net/images/anime/7/71783.jpg
25159	Inou-Battle wa Nichijou-kei no Naka de	tv	light novel	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	PG-13	2014	fall	2014-10-07	2014-12-23	1440	12	7.2	2720	282713	718	390	Trigger	TV Tokyo	Sentai Filmworks	https://myanimelist.net/anime/25159/Inou-Battle_wa_Nichijou-kei_no_Naka_de	https://cdn.myanimelist.net/images/anime/8/67047.jpg
25777	Shingeki no Kyojin Season 2	tv	manga	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	R	2017	spring	2017-04-01	2017-06-17	1440	12	8.43	149	816250	8988	41	Wit Studio	Production I.G	Funimation	https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2	https://cdn.myanimelist.net/images/anime/4/84177.jpg
25835	Shirobako	tv	original	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2014	fall	2014-10-09	2015-03-26	1440	24	8.42	162	259453	5135	330	P.A. Works	Sotsu	Sentai Filmworks	https://myanimelist.net/anime/25835/Shirobako	https://cdn.myanimelist.net/images/anime/1918/93511.jpg
25879	Working!!!	tv	4-koma manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	PG-13	2015	summer	2015-07-05	2015-09-27	1380	13	8.12	428	143854	776	689	A-1 Pictures	Aniplex	Aniplex of America	https://myanimelist.net/anime/25879/Working	https://cdn.myanimelist.net/images/anime/7/73886.jpg
26	Texhnolyze	tv	original	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	R+	2003	spring	2003-04-17	2003-09-25	1380	22	7.78	953	143676	2924	704	Madhouse	Group TAC	Funimation	https://myanimelist.net/anime/26/Texhnolyze	https://cdn.myanimelist.net/images/anime/3/18165.jpg
26055	JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season	tv	manga	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	R	2015	winter	2015-01-10	2015-06-20	1380	24	8.57	78	323659	7959	284	David Production	Yomiko Advertising	Viz Media	https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season	https://cdn.myanimelist.net/images/anime/11/75045.jpg
26165	Yuri Kuma Arashi	tv	original	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	R	2015	winter	2015-01-06	2015-03-31	1440	12	7.13	3225	69762	598	1364	Silver Link.	Frontier Works	Funimation	https://myanimelist.net/anime/26165/Yuri_Kuma_Arashi	https://cdn.myanimelist.net/images/anime/3/69203.jpg
26349	Danna ga Nani wo Itteiru ka Wakaranai Ken	tv	4-koma manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	PG-13	2014	fall	2014-10-03	2014-12-26	180	13	7.48	1746	207855	632	459	Seven	DAX Production	none	https://myanimelist.net/anime/26349/Danna_ga_Nani_wo_Itteiru_ka_Wakaranai_Ken	https://cdn.myanimelist.net/images/anime/7/75287.jpg
269	Bleach	tv	manga	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	PG-13	2004	fall	2004-10-05	2012-03-27	1440	366	7.88	736	913672	43609	22	Studio Pierrot	TV Tokyo	Viz Media	https://myanimelist.net/anime/269/Bleach	https://cdn.myanimelist.net/images/anime/3/40451.jpg
276	Mahoromatic: Automatic Maiden	tv	manga	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	R+	2001	fall	2001-10-05	2001-12-28	1440	12	7.24	2735	47295	188	1834	Gainax	TBS	Sentai Filmworks	https://myanimelist.net/anime/276/Mahoromatic__Automatic_Maiden	https://cdn.myanimelist.net/images/anime/13/23051.jpg
27633	Gekkan Shoujo Nozaki-kun Specials	special	4-koma manga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2014	fall	2014-09-24	2015-02-25	180	6	7.89	719	80904	68	1186	Doga Kobo	Media Factory	Sentai Filmworks	https://myanimelist.net/anime/27633/Gekkan_Shoujo_Nozaki-kun_Specials	https://cdn.myanimelist.net/images/anime/9/66871.jpg
277	Mahoromatic: Motto Utsukushii Mono	tv	manga	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	R+	2002	fall	2002-09-26	2003-01-16	1440	14	7.22	2898	26896	43	2768	Gainax	Pioneer LDC	Sentai Filmworks	https://myanimelist.net/anime/277/Mahoromatic__Motto_Utsukushii_Mono	https://cdn.myanimelist.net/images/anime/1367/98136.jpg
27775	Plastic Memories	tv	original	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	PG-13	2015	spring	2015-04-05	2015-06-28	1440	13	8.01	566	411260	6350	155	Doga Kobo	Aniplex	Aniplex of America	https://myanimelist.net/anime/27775/Plastic_Memories	https://cdn.myanimelist.net/images/anime/4/72750.jpg
27829	Heavy Object	tv	light novel	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	PG-13	2015	fall	2015-10-03	2016-03-26	1380	24	7.36	2262	107204	362	979	J.C.Staff	Movic	Funimation	https://myanimelist.net/anime/27829/Heavy_Object	https://cdn.myanimelist.net/images/anime/13/75940.jpg
27899	Tokyo Ghoul √A	tv	manga	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	R	2015	winter	2015-01-09	2015-03-27	1440	12	7.38	2176	800848	8737	43	Studio Pierrot	Marvelous AQL	Funimation	https://myanimelist.net/anime/27899/Tokyo_Ghoul_√A	https://cdn.myanimelist.net/images/anime/13/71777.jpg
27989	Hibike! Euphonium	tv	novel	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2015	spring	2015-04-08	2015-07-01	1380	13	8.02	548	239143	4002	380	Kyoto Animation	Lantis	Ponycan USA	https://myanimelist.net/anime/27989/Hibike_Euphonium	https://cdn.myanimelist.net/images/anime/6/72445.jpg
28121	Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka	tv	light novel	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PG-13	2015	spring	2015-04-04	2015-06-27	1440	13	7.81	894	729673	8252	59	J.C.Staff	Genco	Sentai Filmworks	https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka	https://cdn.myanimelist.net/images/anime/2/70187.jpg
